amount,date,bank,sbank,,,,,
109000000,20160408,中国光大银行,光大,,,,,
70000000,20160408,其他银行,其它,,,,,
5000000,20160408,招商银行,招商,,,,,
100000,20160408,招商银行,招商,,,,,
300000,20160408,中国建设银行,建行,,,,,
100000,20160408,中国建设银行,建行,,,,,
264759.67,20160408,招商银行,招商,,,,,
20000,20160409,华夏银行,华夏,,,,,
200000000,20160411,中国建设银行,建行,,,,,
39000000,20160411,平安银行,平安,,,,,
5000000,20160411,招商银行,招商,,,,,
1800000,20160411,招商银行,招商,,,,,
24000000,20160411,中国光大银行,光大,,,,,
100000,20160411,中国建设银行,建行,,,,,
5000000,20160411,中国建设银行,建行,,,,,
5620000,20160411,平安银行,平安,,,,,
2901000,20160411,中国建设银行,建行,,,,,
1000000,20160411,招商银行,招商,,,,,
1000000,20160411,招商银行,招商,,,,,
1000000,20160411,招商银行,招商,,,,,
1000000,20160411,招商银行,招商,,,,,
1000000,20160411,招商银行,招商,,,,,
1500000,20160411,招商银行,招商,,,,,
1000000,20160412,招商银行,招商,,,,,
300000,20160412,中国农业银行,农行,,,,,
250000,20160412,中国工商银行,工行,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
200000,20160412,其他银行,其它,,,,,
800000,20160412,中国工商银行,工行,,,,,
104800000,20160412,中信银行,中信,,,,,
1200000,20160412,其他银行,其它,,,,,
19800000,20160412,中国建设银行,建行,,,,,
1310000,20160412,平安银行,平安,,,,,
12000000,20160412,中国工商银行,工行,,,,,
1000000,20160412,招商银行,招商,,,,,
1000000,20160412,招商银行,招商,,,,,
1000000,20160412,招商银行,招商,,,,,
1000000,20160412,招商银行,招商,,,,,
400000,20160413,其他银行,其它,,,,,
3000000,20160413,中国工商银行,工行,,,,,
2500000,20160413,中国建设银行,建行,,,,,
800000,20160413,其他银行,其它,,,,,
40000,20160413,交通银行,交行,,,,,
3000000,20160413,中国建设银行,建行,,,,,
10000000,20160413,招商银行,招商,,,,,
570000,20160413,中国建设银行,建行,,,,,
18500000,20160413,中国光大银行,光大,,,,,
160000000,20160413,中国光大银行,光大,,,,,
600000,20160413,中国工商银行,工行,,,,,
19900000,20160413,平安银行,平安,,,,,
3120000,20160413,平安银行,平安,,,,,
5000000,20160413,中国建设银行,建行,,,,,
150000000,20160413,上海浦东发展银行,浦发,,,,,
100000,20160413,中国光大银行,光大,,,,,
200000,20160413,其他银行,其它,,,,,
200000,20160413,其他银行,其它,,,,,
200000,20160413,其他银行,其它,,,,,
200000,20160413,其他银行,其它,,,,,
200000,20160413,其他银行,其它,,,,,
200000,20160413,其他银行,其它,,,,,
200000,20160413,其他银行,其它,,,,,
3000,20160413,平安银行,平安,,,,,
3000000,20160413,中国工商银行,工行,,,,,
1000000,20160413,招商银行,招商,,,,,
1000000,20160413,招商银行,招商,,,,,
415000,20160413,中国工商银行,工行,,,,,
230000,20160414,中信银行,中信,,,,,
500000,20160414,招商银行,招商,,,,,
67000000,20160414,中国光大银行,光大,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
200000,20160414,其他银行,其它,,,,,
295000000,20160414,中国光大银行,光大,,,,,
153000000,20160414,中国光大银行,光大,,,,,
1700000,20160414,交通银行,交行,,,,,
8000000,20160414,中国工商银行,工行,,,,,
2700000,20160414,平安银行,平安,,,,,
920000,20160414,平安银行,平安,,,,,
920000,20160414,平安银行,平安,,,,,
920000,20160414,平安银行,平安,,,,,
1475000,20160414,平安银行,平安,,,,,
940000,20160414,中国建设银行,建行,,,,,
1000000,20160414,招商银行,招商,,,,,
1000000,20160414,招商银行,招商,,,,,
1000000,20160414,招商银行,招商,,,,,
100000000,20160414,其他银行,其它,,,,,
500000,20160414,招商银行,招商,,,,,
35000000,20160414,招商银行,招商,,,,,
600000,20160415,交通银行,交行,,,,,
4000000,20160415,中国工商银行,工行,,,,,
4000000,20160415,中国工商银行,工行,,,,,
1,20160415,中国工商银行,工行,,,,,
100000000,20160415,城市商业银行,城商行,,,,,
202000000,20160415,其他银行,其它,,,,,
50000,20160415,中国民生银行,民生,,,,,
10000000,20160415,中国农业银行,农行,,,,,
10600000,20160415,中信银行,中信,,,,,
800000,20160418,中国工商银行,工行,,,,,
1000000,20160418,中信银行,中信,,,,,
100000000,20160418,平安银行,平安,,,,,
1000000,20160418,招商银行,招商,,,,,
1000000,20160418,招商银行,招商,,,,,
1000000,20160418,招商银行,招商,,,,,
1000000,20160418,招商银行,招商,,,,,
3781000,20160418,平安银行,平安,,,,,
13000000,20160418,招商银行,招商,,,,,
74952.52,20160418,招商银行,招商,,,,,
20000000,20160419,中国工商银行,工行,,,,,
20000000,20160419,中国工商银行,工行,,,,,
20000000,20160419,中国工商银行,工行,,,,,
20000000,20160419,中国工商银行,工行,,,,,
2000000,20160419,平安银行,平安,,,,,
40000000,20160419,招商银行,招商,,,,,
50000000,20160419,中国工商银行,工行,,,,,
800000,20160419,招商银行,招商,,,,,
1000000,20160419,中国建设银行,建行,,,,,
5000000,20160419,招商银行,招商,,,,,
4000000,20160419,兴业银行,兴业,,,,,
30050000,20160419,兴业银行,兴业,,,,,
2000000,20160419,兴业银行,兴业,,,,,
2000000,20160419,兴业银行,兴业,,,,,
2000000,20160419,中国农业银行,农行,,,,,
16500000,20160419,兴业银行,兴业,,,,,
570000,20160419,招商银行,招商,,,,,
30000000,20160419,中信银行,中信,,,,,
150000000,20160419,交通银行,交行,,,,,
400000,20160419,其他银行,其它,,,,,
4000000,20160419,招商银行,招商,,,,,
80000,20160419,上海浦东发展银行,浦发,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
100000,20160419,中国工商银行,工行,,,,,
50000,20160420,交通银行,交行,,,,,
6000000,20160420,平安银行,平安,,,,,
100000000,20160420,上海浦东发展银行,浦发,,,,,
3500000,20160420,其他银行,其它,,,,,
250000,20160420,中国建设银行,建行,,,,,
10000000,20160420,中国工商银行,工行,,,,,
200000,20160420,中国银行,中行,,,,,
150000,20160420,中国建设银行,建行,,,,,
500000,20160420,中国工商银行,工行,,,,,
400000,20160420,招商银行,招商,,,,,
42000,20160420,中国银行,中行,,,,,
2661000,20160420,平安银行,平安,,,,,
22700000,20160420,中国工商银行,工行,,,,,
29900000,20160420,平安银行,平安,,,,,
550000,20160420,交通银行,交行,,,,,
10,20160420,招商银行,招商,,,,,
10000000,20160420,中国工商银行,工行,,,,,
5,20160420,招商银行,招商,,,,,
120000,20160421,招商银行,招商,,,,,
460000,20160421,中国工商银行,工行,,,,,
2200000,20160421,中国民生银行,民生,,,,,
24000000,20160421,中国工商银行,工行,,,,,
10000,20160421,华夏银行,华夏,,,,,
50000,20160421,招商银行,招商,,,,,
8800000,20160421,其他银行,其它,,,,,
986000,20160421,平安银行,平安,,,,,
3150000,20160421,上海浦东发展银行,浦发,,,,,
300000,20160421,中信银行,中信,,,,,
150000000,20160421,中国工商银行,工行,,,,,
350000,20160421,中国建设银行,建行,,,,,
10,20160421,招商银行,招商,,,,,
380000,20160422,中国民生银行,民生,,,,,
650000,20160422,交通银行,交行,,,,,
150000000,20160422,中国建设银行,建行,,,,,
100000,20160422,招商银行,招商,,,,,
1000000,20160422,招商银行,招商,,,,,
1000000,20160422,招商银行,招商,,,,,
114000000,20160422,中国工商银行,工行,,,,,
85000000,20160422,中国光大银行,光大,,,,,
6500000,20160422,中国工商银行,工行,,,,,
280000000,20160422,中国光大银行,光大,,,,,
200000000,20160422,中国光大银行,光大,,,,,
300000,20160422,中国建设银行,建行,,,,,
100000000,20160425,招商银行,招商,,,,,
500000,20160425,中国民生银行,民生,,,,,
700000,20160425,中国工商银行,工行,,,,,
1542159.68,20160425,中信银行,中信,,,,,
3040000,20160425,中国建设银行,建行,,,,,
280000,20160425,招商银行,招商,,,,,
45000,20160425,中国建设银行,建行,,,,,
45000,20160425,中国建设银行,建行,,,,,
300000,20160425,中国工商银行,工行,,,,,
70000000,20160425,中国工商银行,工行,,,,,
550000,20160425,其他银行,其它,,,,,
650000,20160425,交通银行,交行,,,,,
3000000,20160425,其他银行,其它,,,,,
230000000,20160425,中国光大银行,光大,,,,,
8000000,20160425,中国工商银行,工行,,,,,
17000000,20160425,中国光大银行,光大,,,,,
8000000,20160425,招商银行,招商,,,,,
6869300,20160425,平安银行,平安,,,,,
500000,20160425,招商银行,招商,,,,,
500000,20160425,招商银行,招商,,,,,
500000,20160425,招商银行,招商,,,,,
500000,20160425,招商银行,招商,,,,,
1500000,20160425,中国建设银行,建行,,,,,
40000,20160426,中国工商银行,工行,,,,,
7000000,20160426,中国工商银行,工行,,,,,
60000000,20160426,中国工商银行,工行,,,,,
100000000,20160426,中国工商银行,工行,,,,,
1000000,20160426,中国建设银行,建行,,,,,
140000,20160426,招商银行,招商,,,,,
20000000,20160426,其他银行,其它,,,,,
30000,20160426,交通银行,交行,,,,,
60000000,20160426,招商银行,招商,,,,,
40000000,20160426,中国民生银行,民生,,,,,
126960000,20160426,中国工商银行,工行,,,,,
14000000,20160426,招商银行,招商,,,,,
55000000,20160426,平安银行,平安,,,,,
10000000,20160426,中国建设银行,建行,,,,,
15000000,20160426,中国建设银行,建行,,,,,
15000000,20160426,中国建设银行,建行,,,,,
1462000,20160426,平安银行,平安,,,,,
15000000,20160426,其他银行,其它,,,,,
14000000,20160426,中国建设银行,建行,,,,,
500000,20160426,中国工商银行,工行,,,,,
500000,20160427,中国农业银行,农行,,,,,
200000,20160427,中国民生银行,民生,,,,,
250000,20160427,中国工商银行,工行,,,,,
32400,20160427,中国工商银行,工行,,,,,
15000000,20160427,平安银行,平安,,,,,
350000,20160427,平安银行,平安,,,,,
790000,20160427,平安银行,平安,,,,,
250000,20160427,中国农业银行,农行,,,,,
1540000,20160427,平安银行,平安,,,,,
140000,20160427,招商银行,招商,,,,,
1500000,20160427,平安银行,平安,,,,,
500000,20160428,中国建设银行,建行,,,,,
500000,20160428,中国建设银行,建行,,,,,
2500000,20160428,交通银行,交行,,,,,
500000000,20160428,平安银行,平安,,,,,
645000,20160428,中国工商银行,工行,,,,,
1000000,20160428,中国农业银行,农行,,,,,
3000000,20160428,其他银行,其它,,,,,
770000,20160428,中国银行,中行,,,,,
180000,20160428,招商银行,招商,,,,,
10000000,20160428,中国建设银行,建行,,,,,
400000,20160428,其他银行,其它,,,,,
350000000,20160428,招商银行,招商,,,,,
13000000,20160428,中国农业银行,农行,,,,,
50000000,20160428,中国建设银行,建行,,,,,
39000000,20160428,平安银行,平安,,,,,
14000000,20160428,平安银行,平安,,,,,
1152000,20160428,平安银行,平安,,,,,
500000,20160428,其他银行,其它,,,,,
100000,20160428,招商银行,招商,,,,,
10100000,20160428,招商银行,招商,,,,,
100000,20160428,中国光大银行,光大,,,,,
1000000,20160429,上海浦东发展银行,浦发,,,,,
150000,20160429,其他银行,其它,,,,,
500000,20160429,中国工商银行,工行,,,,,
500000,20160429,其他银行,其它,,,,,
39000000,20160429,招商银行,招商,,,,,
300000,20160429,中国建设银行,建行,,,,,
400000,20160429,中国建设银行,建行,,,,,
950000,20160503,中国工商银行,工行,,,,,
450000,20160503,招商银行,招商,,,,,
150000,20160503,交通银行,交行,,,,,
5838000,20160503,平安银行,平安,,,,,
93000000,20160503,其他银行,其它,,,,,
49800000,20160503,中国工商银行,工行,,,,,
250000,20160503,兴业银行,兴业,,,,,
30000000,20160504,中国民生银行,民生,,,,,
100000,20160504,招商银行,招商,,,,,
40000000,20160504,中国建设银行,建行,,,,,
66900000,20160504,中国工商银行,工行,,,,,
2500000,20160504,中国银行,中行,,,,,
30000000,20160504,招商银行,招商,,,,,
900000,20160504,中国工商银行,工行,,,,,
14000000,20160504,中国建设银行,建行,,,,,
70000,20160504,其他银行,其它,,,,,
40000000,20160504,招商银行,招商,,,,,
4000000,20160504,招商银行,招商,,,,,
29000000,20160504,中国光大银行,光大,,,,,
200000000,20160504,兴业银行,兴业,,,,,
10000000,20160504,招商银行,招商,,,,,
780000,20160504,中信银行,中信,,,,,
5000000,20160504,招商银行,招商,,,,,
1775000,20160504,平安银行,平安,,,,,
50000000,20160504,中国工商银行,工行,,,,,
10,20160505,招商银行,招商,,,,,
500000,20160505,中国民生银行,民生,,,,,
1000000,20160505,中国民生银行,民生,,,,,
50000,20160505,兴业银行,兴业,,,,,
800000,20160505,中国工商银行,工行,,,,,
1000000,20160505,中国银行,中行,,,,,
300000,20160505,中国建设银行,建行,,,,,
3500000,20160505,中国民生银行,民生,,,,,
820000,20160505,中国民生银行,民生,,,,,
2000000,20160505,中国光大银行,光大,,,,,
600000,20160505,中国工商银行,工行,,,,,
4500000,20160505,中国工商银行,工行,,,,,
4500000,20160505,中国工商银行,工行,,,,,
25000000,20160505,中国工商银行,工行,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
500000,20160505,招商银行,招商,,,,,
180000000,20160505,中国工商银行,工行,,,,,
1332000,20160505,平安银行,平安,,,,,
10,20160505,招商银行,招商,,,,,
4000000,20160506,招商银行,招商,,,,,
1,20160506,中国工商银行,工行,,,,,
1000000,20160506,交通银行,交行,,,,,
3500000,20160506,中国工商银行,工行,,,,,
2001,20160506,中国工商银行,工行,,,,,
100000,20160506,招商银行,招商,,,,,
6000000,20160506,中国工商银行,工行,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
500000,20160506,招商银行,招商,,,,,
100000,20160506,中国建设银行,建行,,,,,
14000000,20160506,兴业银行,兴业,,,,,
20000000,20160506,招商银行,招商,,,,,
150000,20160509,中国建设银行,建行,,,,,
495000,20160509,中国工商银行,工行,,,,,
200000,20160509,中国工商银行,工行,,,,,
100000,20160509,中国工商银行,工行,,,,,
5000000,20160509,中国建设银行,建行,,,,,
11000000,20160509,招商银行,招商,,,,,
100000,20160509,招商银行,招商,,,,,
2750000,20160509,平安银行,平安,,,,,
200000,20160509,中国民生银行,民生,,,,,
20000000,20160509,中国农业银行,农行,,,,,
100000000,20160509,中国建设银行,建行,,,,,
30000,20160509,华夏银行,华夏,,,,,
145000000,20160510,中国工商银行,工行,,,,,
2000000,20160510,中国建设银行,建行,,,,,
1000000,20160510,中国工商银行,工行,,,,,
200000,20160510,招商银行,招商,,,,,
5000000,20160510,平安银行,平安,,,,,
300000,20160510,中国工商银行,工行,,,,,
300000,20160510,招商银行,招商,,,,,
25000000,20160510,中国光大银行,光大,,,,,
30000000,20160510,兴业银行,兴业,,,,,
820000,20160510,交通银行,交行,,,,,
150000,20160510,中国光大银行,光大,,,,,
10000000,20160510,中国工商银行,工行,,,,,
40000000,20160510,中国农业银行,农行,,,,,
60000000,20160510,招商银行,招商,,,,,
2500000,20160510,中国建设银行,建行,,,,,
8000000,20160510,招商银行,招商,,,,,
450000,20160510,中信银行,中信,,,,,
2272,20160510,中国工商银行,工行,,,,,
7668,20160510,中国工商银行,工行,,,,,
1735000,20160510,平安银行,平安,,,,,
30000000,20160510,中国工商银行,工行,,,,,
5096700,20160510,平安银行,平安,,,,,
800000,20160510,中国银行,中行,,,,,
1000000,20160510,中国银行,中行,,,,,
8000000,20160510,招商银行,招商,,,,,
200000,20160510,中国民生银行,民生,,,,,
18145065.11,20160510,招商银行,招商,,,,,
39000,20160510,中国银行,中行,,,,,
50000,20160510,中国光大银行,光大,,,,,
300000000,20160511,兴业银行,兴业,,,,,
20900000,20160511,中国建设银行,建行,,,,,
200000,20160511,中国农业银行,农行,,,,,
40000000,20160511,其他银行,其它,,,,,
1700000,20160511,平安银行,平安,,,,,
5004000,20160511,中国建设银行,建行,,,,,
30000000,20160511,中国建设银行,建行,,,,,
9700000,20160511,中国光大银行,光大,,,,,
3200000,20160512,中国建设银行,建行,,,,,
232997000,20160512,招商银行,招商,,,,,
14233767.12,20160512,平安银行,平安,,,,,
1000000,20160512,中国民生银行,民生,,,,,
200000,20160512,招商银行,招商,,,,,
400000,20160512,交通银行,交行,,,,,
500000,20160512,中国民生银行,民生,,,,,
30000000,20160512,中国工商银行,工行,,,,,
20000000,20160512,其他银行,其它,,,,,
7700000,20160512,其他银行,其它,,,,,
1300000,20160512,其他银行,其它,,,,,
7000000,20160512,其他银行,其它,,,,,
1400000,20160512,其他银行,其它,,,,,
1297000,20160512,平安银行,平安,,,,,
4000000,20160512,平安银行,平安,,,,,
21500000,20160512,招商银行,招商,,,,,
34400000,20160512,中国工商银行,工行,,,,,
3600000,20160512,中国工商银行,工行,,,,,
4050000,20160512,中国工商银行,工行,,,,,
4950000,20160512,中国工商银行,工行,,,,,
3500000,20160512,上海浦东发展银行,浦发,,,,,
200000,20160512,其他银行,其它,,,,,
200000,20160513,中国工商银行,工行,,,,,
200000,20160513,中国民生银行,民生,,,,,
10000000,20160513,中国建设银行,建行,,,,,
300000,20160513,招商银行,招商,,,,,
120000000,20160513,中国工商银行,工行,,,,,
5000000,20160513,中国民生银行,民生,,,,,
12147,20160513,中国工商银行,工行,,,,,
10000000,20160513,招商银行,招商,,,,,
500000,20160513,上海浦东发展银行,浦发,,,,,
100000,20160513,中国工商银行,工行,,,,,
80000,20160513,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
100000,20160515,中国工商银行,工行,,,,,
500000,20160515,中国工商银行,工行,,,,,
500000,20160515,中国工商银行,工行,,,,,
500000,20160515,中国工商银行,工行,,,,,
25000,20160516,中国工商银行,工行,,,,,
1000000,20160516,招商银行,招商,,,,,
45000000,20160516,中国光大银行,光大,,,,,
100000000,20160516,中国工商银行,工行,,,,,
45000000,20160516,中国工商银行,工行,,,,,
1000000,20160516,招商银行,招商,,,,,
1000000,20160516,招商银行,招商,,,,,
1000000,20160516,招商银行,招商,,,,,
1000000,20160516,招商银行,招商,,,,,
1000000,20160516,招商银行,招商,,,,,
1000000,20160516,招商银行,招商,,,,,
500000,20160516,中国工商银行,工行,,,,,
5500000,20160516,中国工商银行,工行,,,,,
1000000,20160516,招商银行,招商,,,,,
1000000,20160516,中国银行,中行,,,,,
900000,20160516,中国银行,中行,,,,,
6000000,20160517,中国工商银行,工行,,,,,
20000000,20160517,中国工商银行,工行,,,,,
150000000,20160517,中国工商银行,工行,,,,,
10000000,20160517,招商银行,招商,,,,,
20000000,20160517,其他银行,其它,,,,,
60000000,20160517,其他银行,其它,,,,,
55000,20160517,交通银行,交行,,,,,
5000000,20160517,招商银行,招商,,,,,
1000000,20160517,交通银行,交行,,,,,
10000000,20160517,招商银行,招商,,,,,
1000000,20160517,其他银行,其它,,,,,
110000,20160517,招商银行,招商,,,,,
300000,20160517,中国建设银行,建行,,,,,
500000,20160517,中国建设银行,建行,,,,,
110000000,20160517,中国工商银行,工行,,,,,
30000000,20160517,中国工商银行,工行,,,,,
1000000,20160517,其他银行,其它,,,,,
550000,20160517,中国民生银行,民生,,,,,
50000000,20160517,中国工商银行,工行,,,,,
4000000,20160517,兴业银行,兴业,,,,,
5908000,20160517,平安银行,平安,,,,,
6000000,20160517,中国农业银行,农行,,,,,
15000000,20160517,兴业银行,兴业,,,,,
42000000,20160517,中国农业银行,农行,,,,,
518000,20160517,平安银行,平安,,,,,
3000000,20160517,招商银行,招商,,,,,
5000000,20160517,招商银行,招商,,,,,
1200000,20160518,中国建设银行,建行,,,,,
300000,20160518,中信银行,中信,,,,,
250000,20160518,招商银行,招商,,,,,
50000,20160518,中信银行,中信,,,,,
50000,20160518,中信银行,中信,,,,,
50000,20160518,中信银行,中信,,,,,
50000,20160518,中信银行,中信,,,,,
50000,20160518,中信银行,中信,,,,,
32000000,20160518,其他银行,其它,,,,,
896000,20160518,平安银行,平安,,,,,
500000,20160518,中国工商银行,工行,,,,,
35000,20160518,中国银行,中行,,,,,
220000,20160518,中国银行,中行,,,,,
100000,20160518,中国建设银行,建行,,,,,
1800000,20160518,中信银行,中信,,,,,
1000000,20160518,招商银行,招商,,,,,
800000,20160518,中国建设银行,建行,,,,,
500000,20160518,其他银行,其它,,,,,
450000,20160518,中国民生银行,民生,,,,,
400000,20160518,中国民生银行,民生,,,,,
840000,20160519,招商银行,招商,,,,,
400000,20160519,其他银行,其它,,,,,
300000,20160519,中国工商银行,工行,,,,,
3166000,20160519,平安银行,平安,,,,,
700000,20160519,其他银行,其它,,,,,
25000,20160519,华夏银行,华夏,,,,,
694686.72,20160519,平安银行,平安,,,,,
968633,20160519,中国民生银行,民生,,,,,
15000000,20160519,中国农业银行,农行,,,,,
90000000,20160519,兴业银行,兴业,,,,,
1000000,20160519,招商银行,招商,,,,,
1000000,20160519,招商银行,招商,,,,,
1000000,20160519,招商银行,招商,,,,,
30000000,20160519,平安银行,平安,,,,,
5000000,20160519,中国工商银行,工行,,,,,
900000,20160519,中国民生银行,民生,,,,,
1,20160519,招商银行,招商,,,,,
50000,20160519,中国农业银行,农行,,,,,
50000,20160519,中国农业银行,农行,,,,,
50000,20160519,中国农业银行,农行,,,,,
50000,20160519,中国农业银行,农行,,,,,
50000,20160519,中国农业银行,农行,,,,,
50000,20160519,中国农业银行,农行,,,,,
50000,20160519,中国农业银行,农行,,,,,
24538,20160519,中国农业银行,农行,,,,,
1,20160520,招商银行,招商,,,,,
8465,20160520,中国工商银行,工行,,,,,
130000,20160520,中国光大银行,光大,,,,,
1200000,20160520,中国工商银行,工行,,,,,
34500000,20160520,中信银行,中信,,,,,
35000000,20160520,招商银行,招商,,,,,
2000000,20160520,招商银行,招商,,,,,
250000,20160520,招商银行,招商,,,,,
100000,20160520,中国建设银行,建行,,,,,
1000000,20160520,招商银行,招商,,,,,
1500000,20160523,招商银行,招商,,,,,
600000,20160523,中国民生银行,民生,,,,,
4800000,20160523,招商银行,招商,,,,,
30000000,20160523,招商银行,招商,,,,,
4258000,20160523,平安银行,平安,,,,,
450000,20160523,交通银行,交行,,,,,
10000000,20160523,中国工商银行,工行,,,,,
150000,20160523,中信银行,中信,,,,,
17000000,20160523,兴业银行,兴业,,,,,
70000,20160523,中国农业银行,农行,,,,,
18050000,20160523,中国建设银行,建行,,,,,
50000,20160523,华夏银行,华夏,,,,,
3400000,20160523,其他银行,其它,,,,,
9000000,20160523,招商银行,招商,,,,,
1000000,20160523,招商银行,招商,,,,,
1000000,20160523,招商银行,招商,,,,,
4000000,20160523,招商银行,招商,,,,,
29450014.85,20160523,招商银行,招商,,,,,
5000000,20160523,其他银行,其它,,,,,
5000000,20160523,中国建设银行,建行,,,,,
1000000,20160524,中国工商银行,工行,,,,,
16800000,20160524,中国工商银行,工行,,,,,
77000000,20160524,其他银行,其它,,,,,
14000,20160524,中国银行,中行,,,,,
3000000,20160524,招商银行,招商,,,,,
2000000,20160524,交通银行,交行,,,,,
700000,20160524,交通银行,交行,,,,,
10000000,20160524,中国工商银行,工行,,,,,
50000,20160524,交通银行,交行,,,,,
500000,20160524,中国建设银行,建行,,,,,
350000,20160524,中国银行,中行,,,,,
1000000,20160524,中国民生银行,民生,,,,,
13000000,20160524,上海浦东发展银行,浦发,,,,,
5000000,20160524,中国建设银行,建行,,,,,
500000,20160524,中国民生银行,民生,,,,,
1447821,20160524,中国民生银行,民生,,,,,
2413000,20160524,平安银行,平安,,,,,
5000000,20160524,中国建设银行,建行,,,,,
400000,20160524,中国建设银行,建行,,,,,
1000000,20160524,中国建设银行,建行,,,,,
40000000,20160524,中国建设银行,建行,,,,,
50,20160524,其他银行,其它,,,,,
80000,20160524,平安银行,平安,,,,,
500000,20160525,其他银行,其它,,,,,
280000,20160525,中信银行,中信,,,,,
500000,20160525,上海浦东发展银行,浦发,,,,,
2000000,20160525,平安银行,平安,,,,,
100000,20160525,交通银行,交行,,,,,
140000000,20160525,中国建设银行,建行,,,,,
380000,20160525,其他银行,其它,,,,,
230000,20160525,中国银行,中行,,,,,
80000,20160525,交通银行,交行,,,,,
15000000,20160525,中国工商银行,工行,,,,,
20000000,20160525,中国工商银行,工行,,,,,
2000000,20160525,平安银行,平安,,,,,
460000,20160525,招商银行,招商,,,,,
860000,20160525,平安银行,平安,,,,,
300000,20160525,中国建设银行,建行,,,,,
300000,20160525,中国建设银行,建行,,,,,
900000,20160525,招商银行,招商,,,,,
260000,20160525,招商银行,招商,,,,,
10000000,20160525,中国工商银行,工行,,,,,
10000,20160525,中国银行,中行,,,,,
1000000,20160525,招商银行,招商,,,,,
500000,20160525,中国民生银行,民生,,,,,
10,20160526,招商银行,招商,,,,,
1000000,20160526,中国工商银行,工行,,,,,
800000,20160526,中国建设银行,建行,,,,,
1000000,20160526,中国工商银行,工行,,,,,
2210000,20160526,平安银行,平安,,,,,
410000,20160526,其他银行,其它,,,,,
7000000,20160526,招商银行,招商,,,,,
100000,20160526,招商银行,招商,,,,,
684,20160526,中国工商银行,工行,,,,,
500000,20160526,中国工商银行,工行,,,,,
900000,20160526,中国工商银行,工行,,,,,
0.01,20160526,招商银行,招商,,,,,
1000000,20160527,中国民生银行,民生,,,,,
100000000,20160527,中国建设银行,建行,,,,,
18000000,20160527,其他银行,其它,,,,,
4000000,20160527,上海浦东发展银行,浦发,,,,,
1800000,20160527,其他银行,其它,,,,,
80000000,20160527,中国建设银行,建行,,,,,
450000,20160527,中国工商银行,工行,,,,,
8500000,20160527,城市商业银行,城商行,,,,,
3900000,20160527,中国工商银行,工行,,,,,
1000000,20160527,招商银行,招商,,,,,
800000,20160527,其他银行,其它,,,,,
200000,20160527,招商银行,招商,,,,,
2000000,20160527,中国工商银行,工行,,,,,
